userName,at,content,score,thumbsUpCount
Hour Khalid,2022-05-21T15:05:43,التطبيق مرا سيء يعلق كثير وما يمديني اضيف اكل واذا حاولت ابحث عن اكل في خانة البحث يضل يحمل وما يطلع لي شي اتمنى حل هذه المشكله,1,1
Mohamed Abdul-Fattah,2020-08-31T21:10:18,التطبيق لا يرقي لان يكون من صناعة هاوٍ فضلا علي ان يكون من صناعة شركة عالمية. كما انه لا يدعم العربية و لا الأكلات العربية. يحوي الكثير من الاخطاء البرمجية، و التصميم فوضوي غير موحد و غير منظم و فقير جدا في ال UX.,1,13
Moon Mon,2020-08-03T17:13:22,ممكن مساعدة مدا اكدر احوله من اللغة الانكليزيه الى العربيه.. هل البرنامج يدعم اللغه العربيه او انه باللغة الانكليزيه فقط,1,112
مستخدم Google,2020-01-06T06:43:19,عندى مشكله ف التسجيل بيقولى user name غير متاح حاليا سواء بالتسجيل بالبريد الالكترونى او الفيس بوك ايه الحل,1,5
عبدالإله العبريدي,2023-07-26T09:39:54,قمت بمنحكم نجمة واحدة لأن التطبيق لايتوفر على اللغة العربية تطبيق جيد لكن ينقصه شي واحد اللغة العربية,1,96
نوال ابراهيم,2024-11-24T11:01:11,نجمه واحده بسبب عدم توفر اللغه العربيه مع انه تتوفر عدة لغات ليه ماتتوفر لغه عربيه مو الكل يعرف انجليزي,1,6
مستخدم Google,2019-12-17T23:12:11,ليه كل ما ادخل البريد يقولي خطأ ولما عملت حساب جديد وسجلت منه قالي خطأ في الانترنت ارجو الحل بليززززز اتمني تساعدوني بدون الذهاب الي اي موقع تبعتوني عليه لاني ما افهم فيه شي بليز,1,8
Ay,2025-10-18T13:26:36,لا استطيع فهم اي كلمة انجليزية خسارة برنامج بهذا الحجم لا استطيع فهمه,1,3
مستخدم Google,2020-02-08T22:19:41,كل.مرة اسجل مش بيكمل التسجيل.ويقف علي اخر خطوة حتي سجلت من موبايل.اخر وجيت اكتب اليوزر.نيم والباسوورد بردوا مدخلش,1,7
محمد يوسف,2026-03-28T14:05:35,سيء جداااا .. لا يدعم اللغة العربية سأقوم بحذفه الآن,1,0
مستخدم Google,2019-02-11T14:08:14,للأسف التطبيق مش راضي يقبل اى ايميل عليه وكل شويه يقولى اما الباسورد غلط او الايميل غلط كدا خسارة فيه حتى نجمة واحدة ياريت لو فيه رد المشكلة دى عشان يفتح معايه واغير التقييم,1,11
سلطان محمد,2025-06-20T13:10:21,هناك مشكلة في تسجيل الدخول بحيث أدخلت كل معلومتي ولم يتم تسجيل الدخول يرجى حل المشكلة,1,8
لينة.,2024-07-10T04:20:29,التطبيق لا يعمل عند اكمال الاختيارات وضغط التالي لإنشاء الحساب، ولا يدعم اللغة العربية.,1,11
Flower Flower,2023-12-19T19:59:50,التطبيق اصبح سيء جدا ولا تظهر الاطعمة ، ويحذف المعلومات بعد ادخال الاطعمة والخروج من التطبيق,1,0
Harkat Ahmed,2023-11-13T17:54:45,لا يدعم اللغه العربيه و تم غلق معظم المهام المجانيه,1,37
دايلندر // Daylander,2021-09-22T01:08:01,لا يدعم اللغه العربيه وتحسه معقد وشركه مش مهتمه لتطوير نفسهم من حيث اللغات امور اخرى,1,27
teba abed,2022-03-27T20:05:49,تطبيق جدا سيء ووقت اجي اسجل دخول يطلعلي انه الايميل غير صالح وعملت ايميل جديد وبرضو ما تغير شي,1,77
Akram Mohammad,2022-03-04T20:49:14,في مشكله في التطبيق مش بيشتغل اساسا تعطي تاريخ الميلاد يعمل Error ارجو تصليح المشكله في أسرع وقت,1,12
hi Gh,2024-11-20T10:34:01,بعد التحديث في غلط في تقييم السعرات و الماكروز غلط كبييير وكذا تروح فائده التطبيق ارجوا التعديل بأقرب وقت,1,0
عبد المجيد,2025-04-04T23:01:03,اجد صعوبة في التسجيل وذلك عن موافقتي على الشروط والاحكام. للاسف امر محبط,1,0
مستخدم Google,2019-01-28T11:29:31,ماإستفدت منه ولايوم لأنى لغيت تثبيته أصلامن على الجهازوسحبتوا 6l.e رسوم يومهارغم إلغاء تثبيته مافى مشكله وبعدها بفتره بتسحبوا الإشتراك وأناماإستفدت منه برجاء عدم سحب الإشتراك ولوتم سحبه برجاء رده لأنه جالى رساله بمحاولة السحب ولغيته قبل سحب الإشتراك برجاء الرد,1,6
مصطفى القطيفي,2022-02-15T21:05:41,موش راضي يفتح معاي أخر خطوا ؟ يطلع ليي رقم السري تبع الايميل ليس صحيح ونا كاتبه صحيح للأسف .,1,22
kimo kimo,2025-03-01T18:28:53,برنامج عبارة عن خرطي يستمر في طرح الاسئلة و الاستيلاء على بياناتك ثم لا تستفيد منه بشيء 👎,1,3
dxs ksa,2024-04-19T03:49:22,التطبيق يغلق عندما ادخل على صفحة Diary مع العلم ان المشكلة لها اكثر من ٣ ايام ؟؟ شيء مضحك برنامج ضخم فيه ضعف في IT department مع العلم انا android software,1,6
مستخدم Google,2020-01-31T21:48:51,زفت بيانات كتير واشتراك بالاميل ايه القرف ده المفروض يكون بسيط وسهل,1,3
محمد العيسي,2025-01-03T10:20:41,أخطائه كثير ويتطلب تسجيل الدخول كل مرة والبيانات تنحذف بدون علمك للأسف,1,0
Mofeed Mohmad,2021-06-22T10:30:43,غير مجاني..... معقد.... فترة مجانيه محدده النتيجه لا يستفاد منه,1,15
مستخدم Google,2019-09-26T09:32:50,نرجو ترجمه البرنامج الي اللغه العربيه حتي نتمكن من الاستفادة من البرنامج ومعلوماته وشكرا لكم.,1,7
مستخدم Google,2019-11-02T01:50:20,ليه كل مادخل الايميل والباسورد يقولي خطأ وانا متأكده انو صح حد يفهمني ازاي بسجل دخول عليه لو سمحتو,1,29
Yahy Hay,2025-07-29T20:28:54,لا يمكن تحويل اللغه من الإنجليزية إلى العربيه,1,0
Yusra Hamad,2024-09-22T14:19:46,لا يدعم اللغة العربية .... اللغة العربية اساسية في دول الشرق الأوسط لذالك تقيم فقط نجمة,1,2
مستخدم Google,2019-07-02T02:11:17,لايريد الدخول مللت من هذا استخدمت أكثر من جمايل ولا يريد الدخول يقول لايمكن تسجيل هذا الاسم (المستخدم )في هذا الوقت,1,6
مستخدم Google,2019-01-10T20:17:49,التطبيق مش راضى يعمل تسجيل سواء بإيميل الفيس او الجيميل ؟ وجربت كتير ومش راضى يعمل تسجيل ؟!,1,13
El Somali,2023-10-01T23:05:01,سئ للغاية لا يدعم اللغة العربية.,1,0
مستخدم Google,2019-10-07T15:53:47,تطبيق صعب الاستعمال+تطبيق عنصري لا يدعم اللغة العربية بالذات,1,7
مستخدم Google,2019-10-18T01:08:11,برنامج لا يدعم اللغة العربية و تم حذفه,1,149
مستخدم Google,2019-04-04T02:27:32,تطبيق غير جيد ويلزمك بالتسجيل ب الفيس بوك لسرقة بياناتك ولو جيت تدخل ب ايميل جوجل بيقول خطا فيه تطبيقات كتير بتقوم بالمهمة احسن منه لا انصح بتحميله,1,9
غامضه,2022-03-31T23:57:10,تطبيق سيئ مانصح احد يحمله تضيع وقت على فاضي مايدخلك يقول البريد غير صحيح مع انو صحيح,1,31
Mona Mare,2024-05-03T19:13:57,التطبيق يغلق معي تلقائياً يرجى حل المشكلة بسرعة,1,1
Alloush Alloush,2022-06-30T23:29:28,كان شغال كتير منيح بس بعد التحديث تدخل للبرنامج مره وحده وبعدها مايفتح,1,0
A Q,2024-11-01T12:13:37,لايمكن تغيير اللغة الى العربية تمت الازالة,1,10
انسان g,2020-11-10T13:27:36,سيء ولا استطيع استخدامه بسبب عدم توفر اللغة العربية,1,4
Areeg Abdallah,2021-09-07T12:50:36,نجمة زيادة عليه لا يمكن تسجيل الدخول ولا بأي طريقة,1,26
Abdllhe Abdllhe,2025-05-11T01:29:49,تطبيق سيء بعد إستعماله يتوقف دون سبب وغير مجاني,1,0
moad fouad,2022-02-02T00:22:28,غير مناسب ؛ لأنه لا يدعم اللغة العربية.,1,3
شهد,2025-08-23T20:15:59,البرنامج رائع لكن للأسف مايدعم اللغة العربيه,1,17
مستخدم Google,2019-07-04T17:21:43,ما حدا ينزل التطبيق صدقوني كتير سئ لأنه لايدعم اللغه العربيه وأيضا لم أستطع الدخول لأنه لا يقبل البريد الإلكتروني,1,12
Noor 68,2021-12-28T13:09:36,البرنامج مو راضي يسجل بعطيني الايميل غلط والله مو غلط مو راضي يسجل ابدا وياريت كان يدعم اللغة العربية نحن عرب,1,63
FAWAZ ALSULAMI,2024-05-18T18:23:05,ناقص البرنامج لغة العربية و يصير افضل برنامج,1,2
Ahmed Basem,2021-08-15T23:23:06,شئ غريب أن تطبيق بالحجم والقوة دي ميدعمش اللغة العربية.,1,105
عصام العبري,2021-09-22T09:14:36,برنامج سيء جدا ولا يدعم اللغة العربية,1,33
ahmed laifaoui,2024-06-28T04:22:17,اين اللغة العربية بدون العربية نجمة واحدة سينزل تقيمه بسبب عدم وجود اللغه العربيه من معي يضع جام,1,3
خير الله,2024-04-23T13:26:04,لا يدعم اللغة العربية مزعج جدا,1,4
Jalal Wahan,2024-04-13T08:05:27,التطبيق كان يدعم اللغه العربيه وكان الإستفادة منه كبيرة وبعدين حذفوا اللغه العربيه ولم استفد من التطبيق فتم الحذف لعدم وجود اللغه العربيه.,1,0
محمد فرحات,2020-08-13T20:42:36,ليس ممتاز لاني بيجي على آخر خطوه في عمل الايميل ومش بيرد يدخل الايميل,1,2
خلود,2024-07-13T13:38:27,لماذا لا يمكنني التسجيل؟ يوجد خلل في نضام التسجيل,1,2
عبدالله الشمراني,2022-10-12T19:12:30,قبل التحديث الجديد كان مميز لكن بعد التحديث حذف اشتراكي السنوي أرجوا التأكد من عملية إصلاح التطبيق,1,9
مستخدم Google,2019-08-04T03:00:36,ليه لما باجى اسجل بيقلى ان الحساب دا متورط ارجو تحديث واعاده المحوله,1,3
Malak Alnade,2023-07-18T00:35:09,التطبيق سئ جداً لانه لم يدعم اللغه العربيه,1,22
Mazn,2025-03-18T16:28:58,يرجى اضافة اللغه العربيه ضروري جدا,1,9
Hassane Boouu,2024-02-11T14:02:45,تطبيق سيئ لأنه لا يدعم اللغة العربية مع انا معظم مستخدميه عرب,1,4
مستخدم Google,2019-04-30T17:15:21,مش راضي يفتح نزلته 3 أو 4 مرات وكل مرة يعلق وما يفتحش,1,5
{ ام نور },2023-09-20T13:08:25,نجمة واحدة لان التطبيق لا يدعم اللغة العربيه وتم الحذف.,1,4
مستخدم Google,2019-08-09T02:24:44,انا لا اجيد اللغة الإنجليزية ولا اعرف كيفية استخدام البرنامج ارجو المساعدة,1,90
-,2022-02-06T05:13:23,لايدعم اللغة العربية .,1,2
Hamada Ronaldo,2023-09-01T18:19:26,قيمت بالنجمة الواحدة لان هذا البرنامج لا يتوفر على اللغة العربية للاسف الشديد,1,0
منوعات عااامه,2020-06-16T01:23:37,انا مش من عادتي اني ادخل اقيم تطبيقات بس البرنامج بعد التحديث بقا حاجا زفت اووي ومعدش بيعرض الصور وكان دا موجود قبل التحديث ياريت ترجعوا التطبيق زي ما كان وتضيفوا لغه عربيه,1,62
Aya Ahmed,2021-04-16T22:47:40,مش فاهمه حاجه كلوا انجليزي لي مش بيدعم اللغه العربيه,1,35
KJ AL-Taky,2024-04-24T04:01:41,يخرج التطبيق بشكل تلقائي الرجاء حل المشكله سريعا,1,1
KHALED ALYSEE,2020-10-03T13:14:19,اللغة العربية غير متوفرة,1,91
يوسف التؤام,2022-02-20T17:00:19,لا يدعم اللغه العربيه!!!!,1,2
eyad,2023-07-22T19:41:23,تطبيق عنصري بشكل صريح لا يوجد لغة عربية بالرغم من شعبيتها و كثرة متحدثيها,1,9
سلوان المنصوري,2025-02-06T08:24:31,برنامج فاشل تقديم على الجنسية البرطانية اسهل نزلته ومسحته,1,0
Nada Issa,2021-08-22T22:46:54,قمت بحذف التطبيق بعد تنزيله لأنه لا يدعم اللغة العربية,1,58
Yaser,2023-12-07T17:12:53,تم الغاء الاشتراك وحذف التطبيق بسبب ان التطبيق لا يدعم اللغة العربية,1,42
ابو يوسف,2020-07-04T13:14:13,لايوجد لغة عربية واعطال كثيرة,1,9
مستخدم Google,2019-07-30T02:18:09,سئ جدا ولا يدعم اللغة العربية,1,46
Yousef Almasry,2025-08-24T23:14:46,التطبيق لا يدعم اللغه العربيه,1,15
HIMIKO FF TWO,2023-09-03T02:45:45,لايتوفر علي اللغة العربية,1,0
Tv box Home,2026-01-18T09:11:15,لا يدعم اللغه العربية,1,0
